key_id,council,adress,full_adress,name,description,preservation_date,remark,lat_raw,lon_raw,lat_tidy,lon_tidy,lat_tidy_num,lon_tidy_num
900,Haderslev Kommune ,Ultangvej 26,Haderslev Kommune Ultangvej 26, Ultanggård, Stuehuset (1884 af Alexander Wilhelm Prale),2013,,552187907,96513995,55.2187907,9.6513995,55.2187907,9.6513995
901,Haderslev Kommune ,Vestergade 4,Haderslev Kommune Vestergade 4, Vestergade 4, Det grundmurede otte fags forhus (1759 og senere; forhøjet 1913),1989,*,552524946,94812737,55.2524946,9.4812737,55.2524946,9.4812737
902,Haderslev Kommune ,Vilstrup Præstevænge 21,Haderslev Kommune Vilstrup Præstevænge 21, Vilstrup Bullade, Bulladen (1600-tallet),1968,*,551897021,95203151,55.1897021,9.5203151,55.1897021,9.5203151
903,Haderslev Kommune ,Ørby 20,Haderslev Kommune Ørby 20, Ørby 20," Det fritliggende stuehus (midten af 1600-tallet), vestlængen i bulkonstruktion (1641,flyttet i 1860) og østlængen i bulkonstruktion (1654, siden delvis omsat i grundmur)",1994,*,553027573,96250225,55.3027573,9.6250225,55.3027573,9.6250225
904,Haderslev Kommune ,Ørby 6,Haderslev Kommune Ørby 6, Ørby 6, Den nordlige længe i gårdanlægget med bulkonstruktioner,1994,,553018009,96249857,55.3018009,9.6249857,55.3018009,9.6249857
905,Haderslev Kommune ,Øsby Nedergade 20,Haderslev Kommune Øsby Nedergade 20, Øsby Præstegård, Hovedbygning (1765) og den øst derfor liggende længe medkonfirmandsal,1954,,552512965,96390497,55.2512965,9.6390497,55.2512965,9.6390497
906,Haderslev Kommune ,Aarø 145,Haderslev Kommune Aarø 145, Brummersgård, Det 13 fag lange grundmurede stråtækte stuehus (ca 1860),1989," Bulladen (opført ca 1650, flyttet 1835 og 1999).   1950",552603497,97376007,55.2603497,9.7376007,55.2603497,9.7376007
907,Haderslev Kommune ,Aastrup Allé 15,Haderslev Kommune Aastrup Allé 15, Åstrupgård, Hovedbygningen (ca 1787),1954,*,552593813,95418313,55.2593813,9.5418313,55.2593813,9.5418313
908,Haderslev Kommune ,Aastrupvej 11B (tidl nr 13),Haderslev Kommune Aastrupvej 11B (tidl nr 13), Aastrupvej 11B (tidl nr 13), Hovedbygningen (1800-tallet),1950,*,552540857,94916813,55.2540857,9.4916813,55.2540857,9.4916813
909,Halsnæs Kommune,Amtsvejen 280 A og C,Halsnæs KommuneAmtsvejen 280 A og C, Grønnæssegård," Hovedbygning, ladebygning, staldbygninger, garage ogelevbygning (1777-1930) med gårdsplads og brolagte kørebaner samt Rorupladen (1926)",1988,*,559548740,119210770,55.9548740,11.921077,55.954874,11.921077
910,Halsnæs Kommune,Arresødalvej 65,Halsnæs KommuneArresødalvej 65," Arresødal, Frederik VI's vagthus", Frederik VI's vagthus (beg af 1800-tallet),1950,,559838630,120226990,55.9838630,12.022699,55.983863,12.022699
911,Halsnæs Kommune,Arresødalvej 99 A-D,Halsnæs KommuneArresødalvej 99 A-D, Arresødal Kaserne, Den tidl kasernebygning syd for Arresø kanal (ca 1800),1950,,559758826,120330057,55.9758826,12.0330057,55.9758826,12.0330057
912,Halsnæs Kommune,Hillerødvej 115,Halsnæs KommuneHillerødvej 115, Birkely, Stuehuset og de tre sammenbyggede længer (1856) samt gårdspladsen,1982,*,559446145,120521527,55.9446145,12.0521527,55.9446145,12.0521527
913,Halsnæs Kommune,Strandgade 12,Halsnæs KommuneStrandgade 12, Strandgade 12, Forhuset (1763),1984,*,559725521,120182875,55.9725521,12.0182875,55.9725521,12.0182875
914,Halsnæs Kommune,Strandgade 20,Halsnæs KommuneStrandgade 20, Strandgade 20, Forhuset (ca 1770),1985,*,559723175,120167493,55.9723175,12.0167493,55.9723175,12.0167493
915,Halsnæs Kommune,Strandgade 22,Halsnæs KommuneStrandgade 22, Strandgade 22, Forhuset (ca 1770),1985,*,559722998,120165932,55.9722998,12.0165932,55.9722998,12.0165932
916,Halsnæs Kommune,Tollerupvej 2,Halsnæs KommuneTollerupvej 2, Melby Kirkelade, Kirkeladebygningen (middelalder),1964,,559956515,119691019,55.9956515,11.9691019,55.9956515,11.9691019
917,Halsnæs Kommune, Torvet 1,Halsnæs Kommune Torvet 1,Torvet 1, Forhuset (ca 1800),1919,*,559875414,120081778,55.9875414,12.0081778,55.9875414,12.0081778
918,Halsnæs Kommune,Torvet 6,Halsnæs KommuneTorvet 6, Hotel Frederiksværk, Forhuset (antagelig 1804),1919,*,559875414,120081778,55.9875414,12.0081778,55.9875414,12.0081778
919,Hedensted Kommune ,Bjerrevej 353,Hedensted Kommune Bjerrevej 353, Den tidl Arrest, Hovedbygningen og den tilbageværende del af den første arrestbygning(1846) samt den nye arrestbygning (1911),1995,*,557852468,98535722,55.7852468,9.8535722,55.7852468,9.8535722
920,Hedensted Kommune ,Bjerrevej 388,Hedensted Kommune Bjerrevej 388, Kalsbøl, Hovedbygningen (1844) og de to fritliggende sidefløje (1700-tallet) samtsmedebygningen ved alléen,1990,,557433124,99352315,55.7433124,9.9352315,55.7433124,9.9352315
921,Hedensted Kommune ,Bjerrevej 412,Hedensted Kommune Bjerrevej 412, Bjerrevej 412, Den trelængede gård (ca 1850) samt den brostensbelagte gårdsplads medkastanietræet,1996,,557231464,99304178,55.7231464,9.9304178,55.7231464,9.9304178
922,Hedensted Kommune ,Fruensvej 15-17,Hedensted Kommune Fruensvej 15-17, Rask Hovedgård," Hovedbygningen, østfløjen med to udløberfløje og vestfløjen (1840med genanvendelse af ældre bygningsdele) samt voldstedet med grave og de to broer",1988,*,558819479,95974074,55.8819479,9.5974074,55.8819479,9.5974074
923,Hedensted Kommune ,Gammel Vejlevej 2,Hedensted Kommune Gammel Vejlevej 2, Williamsborg," Hovedbygning med sidefløje (1774, sidefløjene lidt yngre)",1918,,557344496,97175245,55.7344496,9.7175245,55.7344496,9.7175245
924,Hedensted Kommune ,Jensgårdvej 11,Hedensted Kommune Jensgårdvej 11, Jensgård," Den trefløjede hovedbygning med udløberfløj mod vest (ca 1750-1800), avlsgårdens øst- og vestlænge med portbygningen (1800-tallet) samt gårdspladsens brolægning",1986,*,558029400,100309650,55.8029400,10.030965,55.80294,10.030965
925,Hedensted Kommune ,Lhombrevej 4,Hedensted Kommune Lhombrevej 4, Skerrildgård, Hovedbygningen (1766) med sidefløj samt hegnsmur og portpiller,1945,,557421710,98754420,55.7421710,9.875442,55.742171,9.875442
926,Hedensted Kommune ,Palsgaardvej 2,Hedensted Kommune Palsgaardvej 2, Palsgaard," Den trefløjede hovedbygning (ca 1500, helt ombygget 1803-06 af PhilipLange)",1939,*,557470436,100247576,55.7470436,10.0247576,55.7470436,10.0247576
927,Hedensted Kommune ,Rosenvoldvej 21,Hedensted Kommune Rosenvoldvej 21, Rosenvold," Hovedbygningen (1585, ombygget 1817)",1918,,556720469,98229511,55.6720469,9.8229511,55.6720469,9.8229511
928,Hedensted Kommune ,Tønballevej 1,Hedensted Kommune Tønballevej 1, Tønballegård, Hovedbygningen og den trelængede avlsgård (1887-88 af Hector Estrup),1987, *,558118967,100521223,55.8118967,10.0521223,55.8118967,10.0521223
929,Hedensted Kommune ,Aale Bygade 28,Hedensted Kommune Aale Bygade 28, Åle Præstegård, Den gamle præstebolig (1672 og senere),1974,*,558871812,95642344,55.8871812,9.5642344,55.8871812,9.5642344
930,Helsingør Kommune,"Anna Queens Stræde 2, tidl Gyldenstræde 2","Helsingør KommuneAnna Queens Stræde 2, tidl Gyldenstræde 2", Anna Queens Stræde 2, Sidelænge mod Anna QueensStræde (ca 1700),1919,*,560323685,126096824,56.0323685,12.6096824,56.0323685,12.6096824
931,Helsingør Kommune,Baggesensvej 1-5 og 2-8,Helsingør KommuneBaggesensvej 1-5 og 2-8," Romerhusene, Baggesensvej", Gårdhusene med tilhørende gårdhaver oghegnsmure (1957-61 af Jørn Utzon),1987," (*: Baggesensvej 1, 3, 5, 6 og 8)",560316794,125801058,56.0316794,12.5801058,56.0316794,12.5801058
932,Helsingør Kommune,"Bjergegade 11, hj af Sankt Olaigade","Helsingør KommuneBjergegade 11, hj af Sankt Olaigade", Bjergegade 11, Bygningerne mod Bjergegade og Sankt Olaigade(ca 1800),1945,*,560354065,126115483,56.0354065,12.6115483,56.0354065,12.6115483
933,Helsingør Kommune,Bjergegade 30 A og C,Helsingør KommuneBjergegade 30 A og C, Den Eckhardtske Stiftelse," Forhuset og den bagved liggendebindingsværksbygning (muligvis fra ca 1700, antagelig ombygget 1781)",1919,*,560370980,126102570,56.0370980,12.610257,56.037098,12.610257
934,Helsingør Kommune,Bjergegade 32,Helsingør KommuneBjergegade 32, Bjergegade 32, Forhuset,1932,*,560372633,126101869,56.0372633,12.6101869,56.0372633,12.6101869
935,Helsingør Kommune,Bragesvej 1-79,Helsingør KommuneBragesvej 1-79, Gurrevejsstiftelsen, Etageboligbebyggelsen bestående af tre karréer (1919-21 af PoulHolsøe),1995,*,560364580,125967442,56.0364580,12.5967442,56.036458,12.5967442
936,Helsingør Kommune,Bøssemagergade 19,Helsingør KommuneBøssemagergade 19," Proberhuset, Hellebæk", De to sammenbyggede længer,1959,,560692723,125556519,56.0692723,12.5556519,56.0692723,12.5556519
937,Helsingør Kommune, Bøssemagergade 21,Helsingør Kommune Bøssemagergade 21,Hellebæk Hammermølle, Stuehuset og vandmøllen (1765),1960,,560651775,125539758,56.0651775,12.5539758,56.0651775,12.5539758
938,Helsingør Kommune,Bøssemagergade 24-28,Helsingør KommuneBøssemagergade 24-28," Bøssemagergade 24-28, Hellebæk"," Forhuset, udhuset og vinkelhuset (1700- tallet)",1950,*,560687899,125545817,56.0687899,12.5545817,56.0687899,12.5545817
939,Helsingør Kommune,Bøssemagergade 30 A-B og 32 A-B,Helsingør KommuneBøssemagergade 30 A-B og 32 A-B," Bøssemagergade 30 A-B og 32 A-B, Hellebæk", Forhuset (1700- tallet),1950,*,560684061,125542055,56.0684061,12.5542055,56.0684061,12.5542055
940,Helsingør Kommune,Bøssemagergade 34 A-B og 36 A-B,Helsingør KommuneBøssemagergade 34 A-B og 36 A-B," Bøssemagergade 34 A-B og 36 A-B, Hellebæk", Forhuset (1700- tallet),1950,*,560681209,125537765,56.0681209,12.5537765,56.0681209,12.5537765
941,Helsingør Kommune,Bøssemagergade 38-54,Helsingør KommuneBøssemagergade 38-54," Bøssemagergade 38-54, Hellebæk", Forhuset samt de tre bagved liggende baghuse(1700-tallet),1950,*,560678008,125535210,56.0678008,12.553521,56.0678008,12.553521
942,Helsingør Kommune,Bøssemagergade 56 A-C,Helsingør KommuneBøssemagergade 56 A-C," Bøssemagergade 56 A-C, Hellebæk", Forhuset (1700-tallet),1950,*,560668597,125527181,56.0668597,12.5527181,56.0668597,12.5527181
943,Helsingør Kommune,Bøssemagergade 58 A-C,Helsingør KommuneBøssemagergade 58 A-C," Bøssemagergade 58 A-C, Hellebæk", Forhuset (1700-tallet),1950,*,560664796,125521901,56.0664796,12.5521901,56.0664796,12.5521901
944,Helsingør Kommune,Bøssemagergade 60,Helsingør KommuneBøssemagergade 60," Bøssemagergade 60, Hellebæk"," Administratorboligen, bestående af hovedbygning(ca 1800) og tværbygning (ca 1850), med have",2017,*,560654324,125515038,56.0654324,12.5515038,56.0654324,12.5515038
945,Helsingør Kommune,"Carl Plougsvej, Kingosvej, Gurrevej","Helsingør KommuneCarl Plougsvej, Kingosvej, Gurrevej", Romerhusenes Friarealer," Friarealer med beplantning og tilhørendesø samt tilkørselsveje, pladser og stier",1987,,560306649,125775690,56.0306649,12.577569,56.0306649,12.577569
946,Helsingør Kommune,Carl Plougsvej 11-59,Helsingør KommuneCarl Plougsvej 11-59," Romerhusene, Carl Plougsvej", Gårdhusene med tilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon),1987," (*: Carl Plougsvej 37, 41, 43, 45, 47, 49, 51, 53, 55, 57og 59)",558629483,124535100,55.8629483,12.45351,55.8629483,12.45351
947,Helsingør Kommune,Caroline Mathildesvej 1,Helsingør KommuneCaroline Mathildesvej 1, Caroline Mathildesvej 1, Forhuset og sidehuset (ca 1750),1987,,560073397,125793981,56.0073397,12.5793981,56.0073397,12.5793981
948,Helsingør Kommune,Caroline Mathildesvej 2,Helsingør KommuneCaroline Mathildesvej 2," Probermesterens Hus, Hellebæk"," Forhuset (ca 1750, ombygget ca 1800), de toudhuse (ca 1850) samt den brolagte gårdsplads mellem bygningerne",1950, Udvidet 1989,560076544,125790885,56.0076544,12.5790885,56.0076544,12.5790885
949,Helsingør Kommune,Gammel Strandvej 410 B,Helsingør KommuneGammel Strandvej 410 B, Tibberup Mølle, Vindmøllen (1870),1950,*,559850205,125519398,55.9850205,12.5519398,55.9850205,12.5519398
950,Helsingør Kommune,Gl Hellebækvej 70,Helsingør KommuneGl Hellebækvej 70, Lo-skolen, Lo-skolen med omgivelser (1969 med tilbygninger 1974-1987 af arkitekterne Karen og Ebbe Clemmensen samt Jarl Heger og af landskabsarkitekt Agnete Muusfeldt),2011,,560510597,125848279,56.0510597,12.5848279,56.0510597,12.5848279
951,Helsingør Kommune,Gurreholmvej 6,Helsingør KommuneGurreholmvej 6, Fairy Hill, Hovedbygningen (1820 ff),1959,*,560052677,125128571,56.0052677,12.5128571,56.0052677,12.5128571
952,Helsingør Kommune,Gurrevej 447,Helsingør KommuneGurrevej 447, Valdemarslund," Stuehuset og de to udhuslænger (beg af 1800-tallet, hovedbygningenforlænget ca 1850) samt havehuset",1982,*,560189718,124963365,56.0189718,12.4963365,56.0189718,12.4963365
953,Helsingør Kommune,Hauchsvej 2-6 og 9-15,Helsingør KommuneHauchsvej 2-6 og 9-15," Romerhusene, Hauchsvej", Gårdhusene med tilhørende gårdhaver og hegnsmure(1957-61 af Jørn Utzon),1987," (*: Hauchsvej 2, 4, 6, 11 og 15)",560315237,125784019,56.0315237,12.5784019,56.0315237,12.5784019
954,Helsingør Kommune,Havnegade /Kongekajen,Helsingør KommuneHavnegade /Kongekajen, Fairbairns svingkran, Svingkranen (1862 af ingeniør William Fairbairn) medgranitfundament,2013,,560409220,124900683,56.0409220,12.4900683,56.040922,12.4900683
955,Helsingør Kommune,Havnepladsen 1 og Strandgade 72,Helsingør KommuneHavnepladsen 1 og Strandgade 72," Toldkammeret, Helsingør"," Den trefløjede toldkammerbygning (1891 af J. D. Herholdt), den samtidige mur ud mod Strandgade samt gårdspladsen med dens belægning",1979, Udvidet 1997,560319021,126090581,56.0319021,12.6090581,56.0319021,12.6090581
956,Helsingør Kommune,Hestemøllestræde 2 B-C,Helsingør KommuneHestemøllestræde 2 B-C, Hestemøllestræde 2 B-C," Huset på hjørnet af Kirkestræde ogHestemøllestræde og sidelængen langs Hestemøllestræde (før 1736, forhøjet før 1761)",1981,*,560362343,126128366,56.0362343,12.6128366,56.0362343,12.6128366
957,Helsingør Kommune,Hestemøllestræde 3 A-C,Helsingør KommuneHestemøllestræde 3 A-C, Karmeliterklostret," De tre klosterfløje og søndre korsgang (ca 1450-1500) samt hospitalsforstanderens bolig nord herfor, novicehus og kapel øst for klostrets østfløj og portpartiet vedklosterkirkens sydøstlige hjørne",1950, Udvidet 1985*,556764926,125730568,55.6764926,12.5730568,55.6764926,12.5730568
958,Helsingør Kommune,Holger Drachmannsvej 2-14 og 1-11,Helsingør KommuneHolger Drachmannsvej 2-14 og 1-11," Romerhusene, Holger Drachmannsvej", Gårdhusene medtilhørende gårdhaver og hegnsmure (1957-61 af Jørn Utzon),1987," (*: Holger Drachmannsvej 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14)",560313791,125794792,56.0313791,12.5794792,56.0313791,12.5794792
959,Helsingør Kommune,Jernbanevej 7,Helsingør KommuneJernbanevej 7, Helsingør Posthus, Posthuset (1890-91 af NP Holsøe),1990,*,560331493,126132524,56.0331493,12.6132524,56.0331493,12.6132524
960,Helsingør Kommune,Jernbanevej 9 (tidl 11),Helsingør KommuneJernbanevej 9 (tidl 11), Ilgodspakhuset, Ilgodspakhuset (1890-91 af NP Holsøe),1990,*,560307870,125921270,56.0307870,12.592127,56.030787,12.592127
961,Helsingør Kommune,Kingosvej 85-99,Helsingør KommuneKingosvej 85-99," Romerhusene, Kingosvej ", Gårdhusene med tilhørende gårdhaver og hegnsmure(1957-61 af Jørn Utzon),1987,,560331536,125771922,56.0331536,12.5771922,56.0331536,12.5771922
962,Helsingør Kommune,Kongensgade 12 B,Helsingør KommuneKongensgade 12 B, Den gamle Latinskole, Det ellevefags forhus (1769 og senere),1970,*,560409220,124900683,56.0409220,12.4900683,56.040922,12.4900683
963,Helsingør Kommune,"Kongensgade 2 B, C og D","Helsingør KommuneKongensgade 2 B, C og D"," Kongensgade 2 B, C og D", Bindingsværksbygning mod gaden med dentoetages udbygning mod gården (ca 1600),1919, *,560369811,126091196,56.0369811,12.6091196,56.0369811,12.6091196
964,Helsingør Kommune,Kronborg 1,Helsingør KommuneKronborg 1, Kronborg Slot," Slottet (1426, stærkt ombygget og udvidet 1577-85 af Hans van Paeschen ogAnthonis van Obbergen) med samtlige fæstningsværker og de deri liggende ældre bygninger",1918,,560307870,125921270,56.0307870,12.592127,56.030787,12.592127
965,Helsingør Kommune,Lappen 1,Helsingør KommuneLappen 1, Lappen 1, Forhuset (ca 1800),1954,*,560414154,126047191,56.0414154,12.6047191,56.0414154,12.6047191
966,Helsingør Kommune,Lappen 10 A-B,Helsingør KommuneLappen 10 A-B, Lappen 10 A-B, De to forhuse (nr 10A: ca 1850; nr 10B: 1775),1973,*,560421049,126040699,56.0421049,12.6040699,56.0421049,12.6040699
967,Helsingør Kommune,Lappen 12,Helsingør KommuneLappen 12, Lappen 12, Forhuset (før 1736),1970,,560423023,126038497,56.0423023,12.6038497,56.0423023,12.6038497
968,Helsingør Kommune,Lappen 14,Helsingør KommuneLappen 14, Lappen 14," Forhuset (1843, forhøjet i 1870'erne)",1973,,560423632,126037959,56.0423632,12.6037959,56.0423632,12.6037959
969,Helsingør Kommune,Lappen 16,Helsingør KommuneLappen 16, Lappen 16," Forhuset (1843, forhøjet 1870 og senere)",1974,*,560424180,126036320,56.0424180,12.603632,56.042418,12.603632
970,Helsingør Kommune,Lappen 18,Helsingør KommuneLappen 18, Lappen 18, Forhus (1797-98) og sidehus (mellem 1801 og 1811),1970,*,560424446,126036181,56.0424446,12.6036181,56.0424446,12.6036181
971,Helsingør Kommune,Lappen 22,Helsingør KommuneLappen 22, Lappen 22, Forhuset (1871),1972,,560426631,126033585,56.0426631,12.6033585,56.0426631,12.6033585
972,Helsingør Kommune,Lappen 24,Helsingør KommuneLappen 24, Lappen 24," Forhuset (ca 1770, facaden grundmuret og forhøjet i 1820'rne, bagsiden forhøjetca 1867)",1972,*,560426907,126033053,56.0426907,12.6033053,56.0426907,12.6033053
973,Helsingør Kommune,Lappen 26,Helsingør KommuneLappen 26, Lappen 26," Forhuset (ca 1770, facaden grundmuret i 1820'rne, forhøjet ca 1880)",1972,*,560427427,126032306,56.0427427,12.6032306,56.0427427,12.6032306
974,Helsingør Kommune,Lappen 30,Helsingør KommuneLappen 30, Lappen 30," Forhus og sidehus (før 1736, grundmuret efter 1873)",1972,*,560428410,126030120,56.0428410,12.603012,56.042841,12.603012
975,Helsingør Kommune,Lappen 32,Helsingør KommuneLappen 32, Lappen 32," Forhuset (før 1736, grundmuret ca 1827, kvist ca 1841)",1972,*,560428574,126030010,56.0428574,12.603001,56.0428574,12.603001
976,Helsingør Kommune,Lappen 36,Helsingør KommuneLappen 36, Lappen 36," Forhuset (før 1736, facaden grundmuret ca 1827)",1972,,560429595,126028166,56.0429595,12.6028166,56.0429595,12.6028166
977,Helsingør Kommune,Lappen 6,Helsingør KommuneLappen 6, Lappen 6, Forhuset (1800-tallet),1973,*,560418497,126044796,56.0418497,12.6044796,56.0418497,12.6044796
978,Helsingør Kommune,Lappen 8,Helsingør KommuneLappen 8, Lappen 8," Forhuset (1851, forhøjet 1869)",1973,*,560420024,126042872,56.0420024,12.6042872,56.0420024,12.6042872
979,Helsingør Kommune,Marienlyst Allé 32,Helsingør KommuneMarienlyst Allé 32, Marienlyst Slot," Hovedbygningen og muren mod Lappen (fuldstændigt ombygget 1759- 62 af Nicolas-Henri Jardin) samt haveanlægget (1920 af GN Brandt) med havemuren (1608, ombygget 1922), den tidligere portnerbolig (ca 1755), de to træbroer, de to trapper i skrænten, de fire vædderhovedvaser (nyhugget 1988), puttivasen (nyhugget 1988) og de fire æggevaser (antagelig ca1765)",1918, Udvidet 2001,560420213,126019677,56.0420213,12.6019677,56.0420213,12.6019677
980,Helsingør Kommune,Marienlyst Allé 7,Helsingør KommuneMarienlyst Allé 7, Marienlyst Allé 7, Villaen (1907 af Povl Baumann),1996,*,560385318,126057391,56.0385318,12.6057391,56.0385318,12.6057391
981,Helsingør Kommune,Murergade 7 (tidl Trækbanen 2),Helsingør KommuneMurergade 7 (tidl Trækbanen 2), Plejehjemmet Hammershøj, Højhuset (1966 af Birger Schmidt efterskitseprojekt af Jørn Utzon),1999,,560330300,126058633,56.0330300,12.6058633,56.03303,12.6058633
982,Helsingør Kommune,Nordre Strandvej 129,Helsingør KommuneNordre Strandvej 129, Hellebækgård, Den trefløjede hovedbygning (1748 formentlig af Philip de Lange),1918,*,560711767,125533339,56.0711767,12.5533339,56.0711767,12.5533339
983,Helsingør Kommune,Nordre Strandvej 140,Helsingør KommuneNordre Strandvej 140, Nordre Strandvej 140, Bindingsværkshuset (1810),1986,,560749694,125482727,56.0749694,12.5482727,56.0749694,12.5482727
984,Helsingør Kommune,Nordre Strandvej 230 A,Helsingør KommuneNordre Strandvej 230 A, Rytterhuset," Sommerhuset (1899 af Martin Nyrop), annekset, brændeskuret, atelieret (før 1903, formentlig af Martin Nyrop), garagen (1919), pavillonen (1918 af Martin Nyrop) og badebroen med hus (1924) samt gårdindhegningen og stakittet mod vejen (Martin Nyrop)",1997,*,560823826,125291229,56.0823826,12.5291229,56.0823826,12.5291229
985,Helsingør Kommune,Sankt Annagade 11,Helsingør KommuneSankt Annagade 11, Sankt Annagade 11, Forhuset og de to sidebygninger (1620),1919,*,560358333,126128888,56.0358333,12.6128888,56.0358333,12.6128888
986,Helsingør Kommune,Sankt Annagade 27,Helsingør KommuneSankt Annagade 27, Sankt Annagade 27, Forhuset og de to sidehuse (1826),1971,*,560366147,126121739,56.0366147,12.6121739,56.0366147,12.6121739
987,Helsingør Kommune,"Sankt Annagade 36, hj af Hestemøllestræde","Helsingør KommuneSankt Annagade 36, hj af Hestemøllestræde", Karmeliterhuset," Karmeliterhuset (sydfløjens østlige del 1516 ff, forhøjet 1632, sydfløjens vestlige del, Herluf Trolles hus, 1550-61 muligvis af Matheus Rubensaadt, forhøjet ca 1590, vestfløjen Peder Brahes hus, 1590'erne) samt hegnsmuren omkringhaveanlægget",1918, Udvidet 1985,560363885,126125958,56.0363885,12.6125958,56.0363885,12.6125958
988,Helsingør Kommune,Sankt Annagade 38,Helsingør KommuneSankt Annagade 38, Sankt Annagade 38, Hegnsmurene vest for klostret,1985,,560367591,126132326,56.0367591,12.6132326,56.0367591,12.6132326
989,Helsingør Kommune,Sankt Annagade 40 A-B,Helsingør KommuneSankt Annagade 40 A-B," Karmeliterklosteret, Helsingør"," Den nordlige udløberfløj på Karmeliterklosteret(beg af 1500-tallet, ombygget 1900-07), den vest for beliggende bindingsværksbygning (ca 1650, ombygget ca 1700, 1904 og 1980) og hegnsmurene i ejendommens skel mod vest og syd",1985,,560373392,126125480,56.0373392,12.612548,56.0373392,12.612548
990,Helsingør Kommune,Sankt Annagade 41,Helsingør KommuneSankt Annagade 41, Sankt Annagade 41, Det toetages forhus med heltag og det dermedsammenbyggede sidehus med halvtag (begge fra 1780'erne) samt det toetages baghus med heltag (1761),1993,*,560374457,126114551,56.0374457,12.6114551,56.0374457,12.6114551
991,Helsingør Kommune,Sankt Anna Gade 6 A,Helsingør KommuneSankt Anna Gade 6 A, Buxtehudehuset," Forhus med sidehus (ca 1500, ombygget i 1800-tallet)",1950,*,560353595,126135600,56.0353595,12.61356,56.0353595,12.61356
992,Helsingør Kommune,Sankt Annagade 8,Helsingør KommuneSankt Annagade 8, Sankt Annagade 8, Forhuset,1950,*,560354690,126135077,56.0354690,12.6135077,56.035469,12.6135077
993,Helsingør Kommune,Sankt Olai Gade 12-14,Helsingør KommuneSankt Olai Gade 12-14, Sankt Olai Gade 12-14, De to forhuse (nr 12: mellem 1782 og 1791; nr 14:1806),1975,*,560345130,126099194,56.0345130,12.6099194,56.034513,12.6099194
994,Helsingør Kommune,Sankt Olaigade 49,Helsingør KommuneSankt Olaigade 49, Sankt Olaigade 49, Forhus og sidehus (1784),1919,*,560360498,126134556,56.0360498,12.6134556,56.0360498,12.6134556
995,Helsingør Kommune,Sankt Olaigade 51-53,Helsingør KommuneSankt Olaigade 51-53, Sankt Olaigade 51-53, Det ud mod hjørnet af Kirkestræde og Sankt Olaigadebeliggende sammenbyggede kompleks,1932,,560361470,126136140,56.0361470,12.613614,56.036147,12.613614
996,Helsingør Kommune,"Sankt Olaigade 55, hj af Sophie Brahes Gade","Helsingør KommuneSankt Olaigade 55, hj af Sophie Brahes Gade", Sankt Olaigade 55, Hjørnehuset (1800-tallet),1945,*,560363345,126141254,56.0363345,12.6141254,56.0363345,12.6141254
997,Helsingør Kommune,Sankt Olaigade 9,Helsingør KommuneSankt Olaigade 9, Sankt Olaigade 9, Forhus og baghus med trappehus (1700-tallet),1945,* ,560344135,126093823,56.0344135,12.6093823,56.0344135,12.6093823
998,Helsingør Kommune,"Sophie Brahesgade 2, hj af Stengade","Helsingør KommuneSophie Brahesgade 2, hj af Stengade", Sophie Brahesgade 2," Forhus, sidehus og baghus",1932,,560357326,126152039,56.0357326,12.6152039,56.0357326,12.6152039
999,Helsingør Kommune,"Sophie Brahesgade 5 A-B, hj af Stengade","Helsingør KommuneSophie Brahesgade 5 A-B, hj af Stengade", De Mezas Gård, Forhus med to sidehuse og baghus (1700-tallet),1945,*,560356093,126151817,56.0356093,12.6151817,56.0356093,12.6151817
1000,Helsingør Kommune,Sophie Brahesgade 6,Helsingør KommuneSophie Brahesgade 6, Sophie Brahesgade 6, Forhuset (klassicisme) med sidehus,1919,*,560359856,126148866,56.0359856,12.6148866,56.0359856,12.6148866
1001,Helsingør Kommune,"Stationspladsen 1, tidl Jernbanevej 1","Helsingør KommuneStationspladsen 1, tidl Jernbanevej 1", Helsingør Station, Helsingør Stations hovedbygning og de tilperronanlæggene hørende perrontage inkl disses støbejernsophæng og de bærende søjler (1890-91 af NP Holsøe og Heinrich Wenck),1990,*,560333634,126133433,56.0333634,12.6133433,56.0333634,12.6133433
1002,Helsingør Kommune,Stengade 20 og Skyttenstræde 12,Helsingør KommuneStengade 20 og Skyttenstræde 12, Iver Pedersens Gård, Forhus og sidehus (ca 1600),1919,*,560331661,126097575,56.0331661,12.6097575,56.0331661,12.6097575
1003,Helsingør Kommune,Stengade 22 A,Helsingør KommuneStengade 22 A, Milans Gård, Forhuset og den dertil stødende sidefløj i dens hele længde langs grundenssydvestre grænse (1695),1919,*,560330299,126101347,56.0330299,12.6101347,56.0330299,12.6101347
1004,Helsingør Kommune,Stengade 26,Helsingør KommuneStengade 26, L.F. Tegners Gård, Forhuset og den dertil stødende smalle sidefløj (1791),1919,*,560333238,126100883,56.0333238,12.6100883,56.0333238,12.6100883
1005,Helsingør Kommune,Stengade 29 A,Helsingør KommuneStengade 29 A, Knud Andersens Gård, Forhus og hermed sammenbygget toetages sidehus samtbindingsværksudhus (1645),1919,*,560335821,126102128,56.0335821,12.6102128,56.0335821,12.6102128
